tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
2017-05-12,DKI4 (Lubang Buaya),,84.0,42.0,10.0,93.0,10.0,93.0,O3,SEDANG
2017-05-13,DKI4 (Lubang Buaya),,70.0,42.0,11.0,76.0,8.0,76.0,O3,SEDANG
2017-05-14,DKI4 (Lubang Buaya),,71.0,41.0,13.0,67.0,10.0,71.0,PM10,SEDANG
2017-05-15,DKI4 (Lubang Buaya),,85.0,46.0,12.0,83.0,10.0,85.0,PM10,SEDANG
2017-05-16,DKI4 (Lubang Buaya),,88.0,44.0,12.0,93.0,9.0,93.0,O3,SEDANG
2017-05-17,DKI4 (Lubang Buaya),,102.0,44.0,15.0,,15.0,102.0,PM10,TIDAK SEHAT
2017-05-18,DKI4 (Lubang Buaya),,76.0,42.0,8.0,73.0,7.0,76.0,PM10,SEDANG
2017-05-19,DKI4 (Lubang Buaya),,83.0,44.0,15.0,77.0,9.0,83.0,PM10,SEDANG
2017-05-20,DKI4 (Lubang Buaya),,91.0,44.0,8.0,84.0,10.0,91.0,PM10,SEDANG
2017-05-21,DKI4 (Lubang Buaya),,80.0,46.0,10.0,56.0,15.0,80.0,PM10,SEDANG
2017-05-22,DKI4 (Lubang Buaya),,65.0,45.0,6.0,56.0,8.0,65.0,PM10,SEDANG
2017-05-23,DKI4 (Lubang Buaya),,70.0,44.0,7.0,75.0,11.0,75.0,O3,SEDANG
2017-05-24,DKI4 (Lubang Buaya),,82.0,44.0,9.0,,9.0,82.0,PM10,SEDANG
2017-05-25,DKI4 (Lubang Buaya),,95.0,44.0,7.0,,7.0,95.0,PM10,SEDANG
2017-05-26,DKI4 (Lubang Buaya),,83.0,45.0,9.0,,8.0,83.0,PM10,SEDANG
2017-05-27,DKI4 (Lubang Buaya),,107.0,46.0,,98.0,18.0,107.0,PM10,TIDAK SEHAT
2017-05-28,DKI4 (Lubang Buaya),,63.0,46.0,,62.0,7.0,63.0,PM10,SEDANG
2017-05-29,DKI4 (Lubang Buaya),,63.0,43.0,13.0,,5.0,63.0,PM10,SEDANG
2017-05-30,DKI4 (Lubang Buaya),,62.0,48.0,18.0,,8.0,62.0,PM10,SEDANG
2017-05-31,DKI4 (Lubang Buaya),,56.0,45.0,11.0,,6.0,56.0,PM10,SEDANG
2017-06-01,DKI4 (Lubang Buaya),,30.0,41.0,11.0,24.0,6.0,41.0,SO2,BAIK
2017-06-02,DKI4 (Lubang Buaya),,57.0,43.0,22.0,67.0,9.0,67.0,O3,SEDANG
2017-06-03,DKI4 (Lubang Buaya),,81.0,45.0,23.0,,9.0,81.0,PM10,SEDANG
2017-06-04,DKI4 (Lubang Buaya),,80.0,47.0,27.0,,13.0,80.0,PM10,SEDANG
2017-06-05,DKI4 (Lubang Buaya),,82.0,45.0,21.0,72.0,10.0,82.0,PM10,SEDANG
2017-06-06,DKI4 (Lubang Buaya),,53.0,44.0,16.0,65.0,13.0,65.0,O3,SEDANG
2017-06-07,DKI4 (Lubang Buaya),,60.0,48.0,12.0,51.0,7.0,60.0,PM10,SEDANG
2017-06-08,DKI4 (Lubang Buaya),,68.0,49.0,15.0,,10.0,68.0,PM10,SEDANG
2017-06-09,DKI4 (Lubang Buaya),,69.0,47.0,16.0,,11.0,69.0,PM10,SEDANG
2017-06-10,DKI4 (Lubang Buaya),,73.0,46.0,16.0,82.0,8.0,82.0,O3,SEDANG
2017-06-11,DKI4 (Lubang Buaya),,80.0,46.0,23.0,,11.0,80.0,PM10,SEDANG
2017-06-12,DKI4 (Lubang Buaya),,67.0,47.0,14.0,45.0,9.0,67.0,PM10,SEDANG
2017-06-13,DKI4 (Lubang Buaya),,84.0,46.0,23.0,,11.0,84.0,PM10,SEDANG
2017-06-14,DKI4 (Lubang Buaya),,54.0,44.0,16.0,,11.0,54.0,PM10,SEDANG
2017-06-15,DKI4 (Lubang Buaya),,74.0,47.0,17.0,,9.0,74.0,PM10,SEDANG
2017-06-16,DKI4 (Lubang Buaya),,74.0,47.0,19.0,,6.0,74.0,PM10,SEDANG
2017-06-17,DKI4 (Lubang Buaya),,67.0,48.0,12.0,63.0,7.0,67.0,PM10,SEDANG
2017-06-18,DKI4 (Lubang Buaya),,55.0,44.0,20.0,70.0,9.0,70.0,O3,SEDANG
2017-06-19,DKI4 (Lubang Buaya),,65.0,47.0,15.0,81.0,7.0,81.0,O3,SEDANG
2017-06-20,DKI4 (Lubang Buaya),,66.0,49.0,13.0,95.0,8.0,95.0,O3,SEDANG
2017-06-21,DKI4 (Lubang Buaya),,78.0,48.0,20.0,,8.0,78.0,PM10,SEDANG
2017-06-22,DKI4 (Lubang Buaya),,91.0,48.0,23.0,,8.0,91.0,PM10,SEDANG
2017-06-23,DKI4 (Lubang Buaya),,109.0,46.0,25.0,,6.0,109.0,PM10,TIDAK SEHAT
2017-06-24,DKI4 (Lubang Buaya),,60.0,46.0,13.0,,5.0,60.0,PM10,SEDANG
2017-06-25,DKI4 (Lubang Buaya),,66.0,47.0,29.0,,4.0,66.0,PM10,SEDANG
2017-06-26,DKI4 (Lubang Buaya),,22.0,44.0,8.0,29.0,3.0,44.0,SO2,BAIK
2017-06-27,DKI4 (Lubang Buaya),,20.0,44.0,7.0,35.0,3.0,44.0,SO2,BAIK
2017-06-28,DKI4 (Lubang Buaya),,57.0,44.0,27.0,,6.0,57.0,PM10,SEDANG
2017-06-29,DKI4 (Lubang Buaya),,42.0,44.0,13.0,,5.0,44.0,SO2,BAIK
2017-06-30,DKI4 (Lubang Buaya),,28.0,44.0,8.0,36.0,4.0,44.0,SO2,BAIK
2017-07-01,DKI4 (Lubang Buaya),,41.0,44.0,16.0,41.0,7.0,44.0,SO2,BAIK
2017-07-02,DKI4 (Lubang Buaya),,54.0,47.0,10.0,39.0,5.0,54.0,PM10,SEDANG
2017-07-03,DKI4 (Lubang Buaya),,51.0,46.0,8.0,43.0,5.0,51.0,PM10,SEDANG
2017-07-04,DKI4 (Lubang Buaya),,65.0,47.0,12.0,58.0,7.0,65.0,PM10,SEDANG
2017-07-05,DKI4 (Lubang Buaya),,70.0,47.0,12.0,72.0,5.0,72.0,O3,SEDANG
2017-07-06,DKI4 (Lubang Buaya),,59.0,49.0,11.0,87.0,7.0,87.0,O3,SEDANG
2017-07-07,DKI4 (Lubang Buaya),,89.0,49.0,19.0,,8.0,89.0,PM10,SEDANG
2017-07-08,DKI4 (Lubang Buaya),,93.0,48.0,31.0,79.0,11.0,93.0,PM10,SEDANG
2017-07-09,DKI4 (Lubang Buaya),,62.0,47.0,13.0,65.0,6.0,65.0,O3,SEDANG
2017-07-10,DKI4 (Lubang Buaya),,46.0,47.0,13.0,63.0,10.0,63.0,O3,SEDANG
2017-07-11,DKI4 (Lubang Buaya),,61.0,50.0,18.0,,15.0,61.0,PM10,SEDANG
2017-07-12,DKI4 (Lubang Buaya),,53.0,50.0,11.0,71.0,9.0,71.0,O3,SEDANG
2017-07-13,DKI4 (Lubang Buaya),,57.0,50.0,16.0,,9.0,57.0,PM10,SEDANG
2017-07-14,DKI4 (Lubang Buaya),,78.0,51.0,21.0,80.0,10.0,80.0,O3,SEDANG
2017-07-15,DKI4 (Lubang Buaya),,71.0,49.0,29.0,46.0,7.0,71.0,PM10,SEDANG
2017-07-16,DKI4 (Lubang Buaya),,73.0,49.0,32.0,70.0,9.0,73.0,PM10,SEDANG
2017-07-17,DKI4 (Lubang Buaya),,70.0,50.0,10.0,83.0,6.0,83.0,O3,SEDANG
2017-07-18,DKI4 (Lubang Buaya),,94.0,51.0,27.0,77.0,13.0,94.0,PM10,SEDANG
2017-07-19,DKI4 (Lubang Buaya),,89.0,51.0,20.0,76.0,7.0,89.0,PM10,SEDANG
2017-07-20,DKI4 (Lubang Buaya),,76.0,49.0,22.0,86.0,6.0,86.0,O3,SEDANG
2017-07-21,DKI4 (Lubang Buaya),,66.0,48.0,22.0,122.0,12.0,122.0,O3,TIDAK SEHAT
2017-07-22,DKI4 (Lubang Buaya),,71.0,50.0,19.0,108.0,6.0,108.0,O3,TIDAK SEHAT
2017-07-23,DKI4 (Lubang Buaya),,67.0,49.0,14.0,70.0,6.0,70.0,O3,SEDANG
2017-07-24,DKI4 (Lubang Buaya),,75.0,50.0,21.0,86.0,8.0,86.0,O3,SEDANG
2017-07-25,DKI4 (Lubang Buaya),,71.0,50.0,14.0,,7.0,71.0,PM10,SEDANG
2017-07-26,DKI4 (Lubang Buaya),,70.0,51.0,17.0,59.0,7.0,70.0,PM10,SEDANG
2017-07-27,DKI4 (Lubang Buaya),,63.0,50.0,15.0,69.0,7.0,69.0,O3,SEDANG
2017-07-28,DKI4 (Lubang Buaya),,56.0,50.0,13.0,58.0,4.0,58.0,O3,SEDANG
2017-07-29,DKI4 (Lubang Buaya),,50.0,50.0,13.0,48.0,5.0,50.0,PM10,BAIK
2017-07-30,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2017-07-31,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2017-08-01,DKI4 (Lubang Buaya),,64.0,51.0,12.0,,4.0,64.0,PM10,SEDANG
2017-08-02,DKI4 (Lubang Buaya),,56.0,51.0,12.0,58.0,5.0,58.0,O3,SEDANG
2017-08-03,DKI4 (Lubang Buaya),,54.0,51.0,10.0,65.0,4.0,65.0,O3,SEDANG
2017-08-04,DKI4 (Lubang Buaya),,64.0,51.0,11.0,93.0,5.0,93.0,O3,SEDANG
2017-08-05,DKI4 (Lubang Buaya),,79.0,51.0,19.0,79.0,4.0,79.0,PM10,SEDANG
2017-08-06,DKI4 (Lubang Buaya),,81.0,51.0,19.0,80.0,4.0,81.0,PM10,SEDANG
2017-08-07,DKI4 (Lubang Buaya),,85.0,50.0,20.0,56.0,3.0,85.0,PM10,SEDANG
2017-08-08,DKI4 (Lubang Buaya),,,51.0,19.0,83.0,6.0,83.0,O3,SEDANG
2017-08-09,DKI4 (Lubang Buaya),,,51.0,24.0,109.0,7.0,109.0,O3,TIDAK SEHAT
2017-08-10,DKI4 (Lubang Buaya),,54.0,50.0,14.0,85.0,9.0,85.0,O3,SEDANG
2017-08-11,DKI4 (Lubang Buaya),,59.0,50.0,33.0,83.0,7.0,83.0,O3,SEDANG
2017-08-12,DKI4 (Lubang Buaya),,68.0,51.0,18.0,70.0,4.0,70.0,O3,SEDANG
2017-08-13,DKI4 (Lubang Buaya),,69.0,51.0,15.0,62.0,1.0,69.0,PM10,SEDANG
2017-08-14,DKI4 (Lubang Buaya),,80.0,51.0,21.0,94.0,5.0,94.0,O3,SEDANG
2017-08-15,DKI4 (Lubang Buaya),,87.0,50.0,23.0,66.0,,87.0,PM10,SEDANG
2017-08-16,DKI4 (Lubang Buaya),,66.0,51.0,19.0,,3.0,66.0,PM10,SEDANG
2017-08-17,DKI4 (Lubang Buaya),,72.0,51.0,16.0,86.0,3.0,86.0,O3,SEDANG
2017-08-18,DKI4 (Lubang Buaya),,73.0,51.0,13.0,62.0,3.0,73.0,PM10,SEDANG
2017-08-19,DKI4 (Lubang Buaya),,60.0,51.0,8.0,56.0,2.0,60.0,PM10,SEDANG
2017-08-20,DKI4 (Lubang Buaya),,58.0,50.0,9.0,62.0,,62.0,O3,SEDANG
2017-08-21,DKI4 (Lubang Buaya),,86.0,51.0,15.0,64.0,,86.0,PM10,SEDANG
2017-08-22,DKI4 (Lubang Buaya),,92.0,51.0,25.0,91.0,,92.0,PM10,SEDANG
2017-08-23,DKI4 (Lubang Buaya),,101.0,52.0,19.0,51.0,,101.0,PM10,TIDAK SEHAT
2017-08-24,DKI4 (Lubang Buaya),,61.0,51.0,10.0,50.0,,61.0,PM10,SEDANG
2017-08-25,DKI4 (Lubang Buaya),,64.0,51.0,9.0,52.0,,64.0,PM10,SEDANG
2017-08-26,DKI4 (Lubang Buaya),,71.0,52.0,12.0,48.0,,71.0,PM10,SEDANG
2017-08-27,DKI4 (Lubang Buaya),,77.0,51.0,17.0,41.0,,77.0,PM10,SEDANG
2017-08-28,DKI4 (Lubang Buaya),,66.0,51.0,12.0,39.0,,66.0,PM10,SEDANG
2017-08-29,DKI4 (Lubang Buaya),,77.0,52.0,14.0,103.0,,103.0,O3,TIDAK SEHAT
2017-08-30,DKI4 (Lubang Buaya),,62.0,51.0,13.0,45.0,,62.0,PM10,SEDANG
2017-08-31,DKI4 (Lubang Buaya),,74.0,51.0,13.0,68.0,8.0,74.0,PM10,SEDANG
2017-09-01,DKI4 (Lubang Buaya),,64.0,51.0,9.0,62.0,7.0,64.0,PM10,SEDANG
2017-09-02,DKI4 (Lubang Buaya),,78.0,51.0,10.0,65.0,11.0,78.0,PM10,SEDANG
2017-09-03,DKI4 (Lubang Buaya),,107.0,51.0,19.0,57.0,10.0,107.0,PM10,TIDAK SEHAT
2017-09-04,DKI4 (Lubang Buaya),,103.0,52.0,18.0,89.0,11.0,103.0,PM10,TIDAK SEHAT
2017-09-05,DKI4 (Lubang Buaya),,64.0,52.0,9.0,64.0,9.0,64.0,PM10,SEDANG
2017-09-06,DKI4 (Lubang Buaya),,66.0,51.0,18.0,55.0,12.0,66.0,PM10,SEDANG
2017-09-07,DKI4 (Lubang Buaya),,68.0,51.0,13.0,51.0,11.0,68.0,PM10,SEDANG
2017-09-08,DKI4 (Lubang Buaya),,78.0,52.0,11.0,56.0,12.0,78.0,PM10,SEDANG
2017-09-09,DKI4 (Lubang Buaya),,72.0,52.0,11.0,61.0,10.0,72.0,PM10,SEDANG
2017-09-10,DKI4 (Lubang Buaya),,59.0,52.0,9.0,86.0,8.0,86.0,O3,SEDANG
2017-09-11,DKI4 (Lubang Buaya),,65.0,51.0,14.0,75.0,9.0,75.0,O3,SEDANG
2017-09-12,DKI4 (Lubang Buaya),,91.0,52.0,17.0,67.0,20.0,91.0,PM10,SEDANG
2017-09-13,DKI4 (Lubang Buaya),,71.0,53.0,14.0,120.0,11.0,120.0,O3,TIDAK SEHAT
2017-09-14,DKI4 (Lubang Buaya),,89.0,53.0,18.0,105.0,11.0,105.0,O3,TIDAK SEHAT
2017-09-15,DKI4 (Lubang Buaya),,93.0,52.0,23.0,99.0,11.0,99.0,O3,SEDANG
2017-09-16,DKI4 (Lubang Buaya),,75.0,52.0,16.0,57.0,12.0,75.0,PM10,SEDANG
2017-09-17,DKI4 (Lubang Buaya),,60.0,52.0,11.0,56.0,9.0,60.0,PM10,SEDANG
2017-09-18,DKI4 (Lubang Buaya),,66.0,52.0,8.0,40.0,10.0,66.0,PM10,SEDANG
2017-09-19,DKI4 (Lubang Buaya),,60.0,52.0,7.0,79.0,7.0,79.0,O3,SEDANG
2017-09-20,DKI4 (Lubang Buaya),,58.0,52.0,7.0,83.0,7.0,83.0,O3,SEDANG
2017-09-21,DKI4 (Lubang Buaya),,77.0,54.0,14.0,63.0,21.0,77.0,PM10,SEDANG
2017-09-22,DKI4 (Lubang Buaya),,68.0,52.0,15.0,93.0,12.0,93.0,O3,SEDANG
2017-09-23,DKI4 (Lubang Buaya),,81.0,53.0,22.0,75.0,13.0,81.0,PM10,SEDANG
2017-09-24,DKI4 (Lubang Buaya),,73.0,54.0,12.0,64.0,9.0,73.0,PM10,SEDANG
2017-09-25,DKI4 (Lubang Buaya),,68.0,52.0,15.0,62.0,12.0,68.0,PM10,SEDANG
2017-09-26,DKI4 (Lubang Buaya),,75.0,51.0,22.0,47.0,11.0,75.0,PM10,SEDANG
2017-09-27,DKI4 (Lubang Buaya),,45.0,51.0,6.0,22.0,6.0,51.0,SO2,SEDANG
2017-09-28,DKI4 (Lubang Buaya),,61.0,51.0,29.0,89.0,12.0,89.0,O3,SEDANG
2017-09-29,DKI4 (Lubang Buaya),,69.0,,13.0,86.0,8.0,86.0,O3,SEDANG
2017-09-30,DKI4 (Lubang Buaya),,54.0,52.0,11.0,43.0,11.0,54.0,PM10,SEDANG
2017-10-01,DKI4 (Lubang Buaya),,47.0,,12.0,61.0,10.0,61.0,O3,SEDANG
2017-10-02,DKI4 (Lubang Buaya),,55.0,52.0,23.0,52.0,9.0,55.0,PM10,SEDANG
2017-10-03,DKI4 (Lubang Buaya),,58.0,51.0,28.0,56.0,13.0,58.0,PM10,SEDANG
2017-10-04,DKI4 (Lubang Buaya),,56.0,52.0,15.0,72.0,11.0,72.0,O3,SEDANG
2017-10-05,DKI4 (Lubang Buaya),,66.0,52.0,16.0,50.0,9.0,66.0,PM10,SEDANG
2017-10-06,DKI4 (Lubang Buaya),,62.0,52.0,8.0,56.0,8.0,62.0,PM10,SEDANG
2017-10-07,DKI4 (Lubang Buaya),,71.0,52.0,17.0,76.0,9.0,76.0,O3,SEDANG
2017-10-08,DKI4 (Lubang Buaya),,66.0,52.0,10.0,57.0,9.0,66.0,PM10,SEDANG
2017-10-09,DKI4 (Lubang Buaya),,72.0,52.0,17.0,64.0,13.0,72.0,PM10,SEDANG
2017-10-10,DKI4 (Lubang Buaya),,58.0,51.0,27.0,82.0,14.0,82.0,O3,SEDANG
2017-10-11,DKI4 (Lubang Buaya),,67.0,52.0,16.0,75.0,22.0,75.0,O3,SEDANG
2017-10-12,DKI4 (Lubang Buaya),,77.0,52.0,16.0,81.0,16.0,81.0,O3,SEDANG
2017-10-13,DKI4 (Lubang Buaya),,55.0,52.0,23.0,72.0,15.0,72.0,O3,SEDANG
2017-10-14,DKI4 (Lubang Buaya),,52.0,53.0,8.0,69.0,10.0,69.0,O3,SEDANG
2017-10-15,DKI4 (Lubang Buaya),,61.0,53.0,5.0,89.0,8.0,89.0,O3,SEDANG
2017-10-16,DKI4 (Lubang Buaya),,44.0,53.0,6.0,55.0,10.0,55.0,O3,SEDANG
2017-10-17,DKI4 (Lubang Buaya),,52.0,52.0,11.0,62.0,10.0,62.0,O3,SEDANG
2017-10-18,DKI4 (Lubang Buaya),,61.0,53.0,9.0,91.0,15.0,91.0,O3,SEDANG
2017-10-19,DKI4 (Lubang Buaya),,57.0,52.0,16.0,86.0,14.0,86.0,O3,SEDANG
2017-10-20,DKI4 (Lubang Buaya),,51.0,52.0,25.0,71.0,13.0,71.0,O3,SEDANG
2017-10-21,DKI4 (Lubang Buaya),,84.0,53.0,42.0,104.0,15.0,104.0,O3,TIDAK SEHAT
2017-10-22,DKI4 (Lubang Buaya),,67.0,53.0,13.0,80.0,9.0,80.0,O3,SEDANG
2017-10-23,DKI4 (Lubang Buaya),,66.0,52.0,16.0,78.0,10.0,78.0,O3,SEDANG
2017-10-24,DKI4 (Lubang Buaya),,51.0,52.0,10.0,110.0,8.0,110.0,O3,TIDAK SEHAT
2017-10-25,DKI4 (Lubang Buaya),,52.0,52.0,9.0,93.0,10.0,93.0,O3,SEDANG
2017-10-26,DKI4 (Lubang Buaya),,61.0,53.0,9.0,53.0,12.0,61.0,PM10,SEDANG
2017-10-27,DKI4 (Lubang Buaya),,56.0,53.0,10.0,77.0,14.0,77.0,O3,SEDANG
2017-10-28,DKI4 (Lubang Buaya),,73.0,52.0,15.0,69.0,11.0,73.0,PM10,SEDANG
2017-10-29,DKI4 (Lubang Buaya),,80.0,52.0,29.0,53.0,9.0,80.0,PM10,SEDANG
2017-10-30,DKI4 (Lubang Buaya),,74.0,52.0,16.0,52.0,15.0,74.0,PM10,SEDANG
2017-10-31,DKI4 (Lubang Buaya),,57.0,52.0,9.0,77.0,12.0,77.0,O3,SEDANG
2017-11-01,DKI4 (Lubang Buaya),,55.0,53.0,6.0,100.0,9.0,100.0,O3,SEDANG
2017-11-02,DKI4 (Lubang Buaya),,83.0,54.0,8.0,98.0,10.0,98.0,O3,SEDANG
2017-11-03,DKI4 (Lubang Buaya),,65.0,53.0,8.0,86.0,15.0,86.0,O3,SEDANG
2017-11-04,DKI4 (Lubang Buaya),,66.0,53.0,4.0,71.0,24.0,71.0,O3,SEDANG
2017-11-05,DKI4 (Lubang Buaya),,72.0,53.0,7.0,63.0,12.0,72.0,PM10,SEDANG
2017-11-06,DKI4 (Lubang Buaya),,54.0,53.0,,,7.0,54.0,PM10,SEDANG
2017-11-07,DKI4 (Lubang Buaya),,51.0,53.0,6.0,,10.0,53.0,SO2,SEDANG
2017-11-08,DKI4 (Lubang Buaya),,57.0,53.0,18.0,49.0,9.0,57.0,PM10,SEDANG
2017-11-09,DKI4 (Lubang Buaya),,59.0,53.0,15.0,,10.0,59.0,PM10,SEDANG
2017-11-10,DKI4 (Lubang Buaya),,52.0,53.0,10.0,106.0,11.0,106.0,O3,TIDAK SEHAT
2017-11-11,DKI4 (Lubang Buaya),,58.0,53.0,12.0,122.0,12.0,122.0,O3,TIDAK SEHAT
2017-11-12,DKI4 (Lubang Buaya),,48.0,52.0,9.0,99.0,9.0,99.0,O3,SEDANG
2017-11-13,DKI4 (Lubang Buaya),,51.0,53.0,13.0,52.0,11.0,53.0,SO2,SEDANG
2017-11-14,DKI4 (Lubang Buaya),,54.0,53.0,19.0,89.0,11.0,89.0,O3,SEDANG
2017-11-15,DKI4 (Lubang Buaya),,46.0,53.0,10.0,98.0,20.0,98.0,O3,SEDANG
2017-11-16,DKI4 (Lubang Buaya),,72.0,53.0,11.0,85.0,15.0,85.0,O3,SEDANG
2017-11-17,DKI4 (Lubang Buaya),,51.0,53.0,20.0,126.0,18.0,126.0,O3,TIDAK SEHAT
2017-11-18,DKI4 (Lubang Buaya),,55.0,53.0,16.0,55.0,10.0,55.0,PM10,SEDANG
2017-11-19,DKI4 (Lubang Buaya),,,53.0,16.0,80.0,8.0,80.0,O3,SEDANG
2017-11-20,DKI4 (Lubang Buaya),,,53.0,12.0,79.0,9.0,79.0,O3,SEDANG
2017-11-21,DKI4 (Lubang Buaya),,59.0,54.0,,97.0,15.0,97.0,O3,SEDANG
2017-11-22,DKI4 (Lubang Buaya),,65.0,53.0,13.0,117.0,10.0,117.0,O3,TIDAK SEHAT
2017-11-23,DKI4 (Lubang Buaya),,51.0,53.0,10.0,50.0,8.0,53.0,SO2,SEDANG
2017-11-24,DKI4 (Lubang Buaya),,38.0,53.0,6.0,31.0,6.0,53.0,SO2,SEDANG
2017-11-25,DKI4 (Lubang Buaya),,40.0,53.0,6.0,24.0,7.0,53.0,SO2,SEDANG
2017-11-26,DKI4 (Lubang Buaya),,25.0,53.0,,24.0,3.0,53.0,SO2,SEDANG
2017-11-27,DKI4 (Lubang Buaya),,12.0,52.0,,17.0,5.0,52.0,SO2,SEDANG
2017-11-28,DKI4 (Lubang Buaya),,16.0,53.0,,17.0,4.0,53.0,SO2,SEDANG
2017-11-29,DKI4 (Lubang Buaya),,25.0,53.0,,28.0,4.0,53.0,SO2,SEDANG
2017-11-30,DKI4 (Lubang Buaya),,20.0,27.0,,24.0,6.0,27.0,SO2,BAIK
2017-12-01,DKI4 (Lubang Buaya),,16.0,26.0,,17.0,4.0,26.0,SO2,BAIK
2017-12-02,DKI4 (Lubang Buaya),,35.0,26.0,8.0,22.0,5.0,35.0,PM10,BAIK
2017-12-03,DKI4 (Lubang Buaya),,39.0,27.0,,32.0,5.0,39.0,PM10,BAIK
2017-12-04,DKI4 (Lubang Buaya),,30.0,27.0,,22.0,3.0,30.0,PM10,BAIK
2017-12-05,DKI4 (Lubang Buaya),,37.0,27.0,7.0,50.0,6.0,50.0,O3,BAIK
2017-12-06,DKI4 (Lubang Buaya),,43.0,28.0,6.0,86.0,7.0,86.0,O3,SEDANG
2017-12-07,DKI4 (Lubang Buaya),,41.0,31.0,5.0,66.0,8.0,66.0,O3,SEDANG
2017-12-08,DKI4 (Lubang Buaya),,41.0,29.0,,63.0,6.0,63.0,O3,SEDANG
2017-12-09,DKI4 (Lubang Buaya),,21.0,27.0,,28.0,5.0,28.0,O3,BAIK
2017-12-10,DKI4 (Lubang Buaya),,20.0,27.0,,17.0,3.0,27.0,SO2,BAIK
2017-12-11,DKI4 (Lubang Buaya),,31.0,27.0,,20.0,4.0,31.0,PM10,BAIK
2017-12-12,DKI4 (Lubang Buaya),,24.0,27.0,12.0,46.0,8.0,46.0,O3,BAIK
2017-12-13,DKI4 (Lubang Buaya),,24.0,27.0,,14.0,7.0,27.0,SO2,BAIK
2017-12-14,DKI4 (Lubang Buaya),,35.0,28.0,7.0,58.0,13.0,58.0,O3,SEDANG
2017-12-15,DKI4 (Lubang Buaya),,41.0,28.0,7.0,35.0,7.0,41.0,PM10,BAIK
2017-12-16,DKI4 (Lubang Buaya),,63.0,29.0,14.0,38.0,7.0,63.0,PM10,SEDANG
2017-12-17,DKI4 (Lubang Buaya),,31.0,28.0,,27.0,7.0,31.0,PM10,BAIK
2017-12-18,DKI4 (Lubang Buaya),,20.0,29.0,,32.0,7.0,32.0,O3,BAIK
2017-12-19,DKI4 (Lubang Buaya),,33.0,29.0,,38.0,8.0,38.0,O3,BAIK
2017-12-20,DKI4 (Lubang Buaya),,39.0,28.0,8.0,33.0,9.0,39.0,PM10,BAIK
2017-12-21,DKI4 (Lubang Buaya),,35.0,28.0,15.0,34.0,7.0,35.0,PM10,BAIK
2017-12-22,DKI4 (Lubang Buaya),,25.0,28.0,,33.0,5.0,33.0,O3,BAIK
2017-12-23,DKI4 (Lubang Buaya),,28.0,30.0,,37.0,4.0,37.0,O3,BAIK
2017-12-24,DKI4 (Lubang Buaya),,38.0,30.0,,43.0,5.0,43.0,O3,BAIK
2017-12-25,DKI4 (Lubang Buaya),,30.0,29.0,,30.0,5.0,30.0,PM10,BAIK
2017-12-26,DKI4 (Lubang Buaya),,38.0,30.0,,33.0,4.0,38.0,PM10,BAIK
2017-12-27,DKI4 (Lubang Buaya),,55.0,30.0,,27.0,5.0,55.0,PM10,SEDANG
2017-12-28,DKI4 (Lubang Buaya),,29.0,30.0,,48.0,6.0,48.0,O3,BAIK
2017-12-29,DKI4 (Lubang Buaya),,72.0,35.0,27.0,77.0,13.0,77.0,O3,SEDANG
2017-12-30,DKI4 (Lubang Buaya),,60.0,34.0,19.0,56.0,9.0,60.0,PM10,SEDANG
2017-12-31,DKI4 (Lubang Buaya),,63.0,33.0,25.0,36.0,9.0,63.0,PM10,SEDANG
2018-01-01,DKI4 (Lubang Buaya),,76.0,31.0,31.0,33.0,6.0,76.0,PM10,SEDANG
2018-01-02,DKI4 (Lubang Buaya),,23.0,31.0,7.0,36.0,3.0,36.0,O3,BAIK
2018-01-03,DKI4 (Lubang Buaya),,53.0,35.0,16.0,96.0,10.0,96.0,O3,SEDANG
2018-01-04,DKI4 (Lubang Buaya),,53.0,33.0,12.0,49.0,9.0,53.0,PM10,SEDANG
2018-01-05,DKI4 (Lubang Buaya),,44.0,32.0,12.0,18.0,6.0,44.0,PM10,BAIK
2018-01-06,DKI4 (Lubang Buaya),,18.0,30.0,5.0,21.0,4.0,30.0,SO2,BAIK
2018-01-07,DKI4 (Lubang Buaya),,26.0,30.0,8.0,19.0,5.0,30.0,SO2,BAIK
2018-01-08,DKI4 (Lubang Buaya),,62.0,32.0,16.0,48.0,6.0,62.0,PM10,SEDANG
2018-01-09,DKI4 (Lubang Buaya),,45.0,32.0,11.0,37.0,7.0,45.0,PM10,BAIK
2018-01-10,DKI4 (Lubang Buaya),,36.0,34.0,12.0,55.0,9.0,55.0,O3,SEDANG
2018-01-11,DKI4 (Lubang Buaya),,37.0,38.0,9.0,43.0,7.0,43.0,O3,BAIK
2018-01-12,DKI4 (Lubang Buaya),,37.0,33.0,13.0,47.0,9.0,47.0,O3,BAIK
2018-01-13,DKI4 (Lubang Buaya),,51.0,,13.0,,8.0,51.0,PM10,SEDANG
2018-01-14,DKI4 (Lubang Buaya),,26.0,72.0,7.0,29.0,5.0,72.0,SO2,SEDANG
2018-01-15,DKI4 (Lubang Buaya),,22.0,72.0,11.0,,7.0,72.0,SO2,SEDANG
2018-01-16,DKI4 (Lubang Buaya),,18.0,70.0,7.0,,5.0,70.0,SO2,SEDANG
